,Headline,Body ID,Stance
39473,Schoolboy who got electric shock from lamppost claims he now has magnetic powers,1299,0
39474,Watch: US marine survives Taliban sniper headshot in Afghanistan,2185,0
39475,Shots Heard In Alleged Brown Shooting Recording [AUDIO],2002,0
39476,Cold Turkey,2509,1
39477,US officials: Video shows American's execution,2453,0
39478,Graphic Photo: Oliver Ilic Uses Razor Blade To Slice Off Own Manhood After Girlfriend Broke Up With Him,1400,0
39479,"Despite no Ebola case in Kansas City, the rumor goes viral",570,0
39480,App brush list actually do so sister you tired it?,1040,0
39481,Audio of gunfire in Michael Brown case authenticated by app company,345,0
39482,Google Grows With $1.6 Billion in California Office Deals,1461,0
39483,"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",2127,0
39484,Journalist James Wright Foley reportedly beheaded by ISIS,1658,1
39485,"Kim Jong Un hospitalized with two broken ankles, reportedly from wearing heels and being overweight",2153,1
39486,Judicial Watch's Farrell: ISIS Terrorists Did Cross Mexican Border,225,0
39487,Small Meteorite Strikes in Nicaragua's Capital City of Managua,10,0
39488,Christian Bale Exits Steve Jobs Movie (Exclusive),2017,1
39489,Michael Phelps' Reported Girlfriend Reveals She Was Born Intersex,330,0
39490,"Audio captured at time of Michael Brown shooting, company says",456,0
39491,Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,2296,0
39492,DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports,267,0
39493,What Glenn Beck Fears May Be Done With the 11 Missing Jets,2459,0
39494,Sources: Guns N' Roses Frontman Axl Rose Found Dead in West Hollywood Home at Age 52,1085,1
39495,"No, a spider (probably) didn't crawl through a man's body for several days",2459,0
39496,"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",984,0
39497,Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,206,0
39498,Angry mob cut off rapist’s penis with meat cleaver (VIEWER DISCRETION),689,0
39499,An audio recording of the Michael Brown shooting has reportedly surfaced,398,1
39500,BREAKING: ISIS Beheads American Journalist James Wright Foley,2130,0
39501,Missing Mexico students not among 28 bodies found in mass grave,2360,0
39502,God is a woman- Priest who died for 48 minutes claims,1407,1
39503,Batmobile Stolen From 'Batman V Superman: Dawn Of Justice' Set? Report Claims That One Of The Batmobile Models Is Missing! Detroit Locals Responsible?,1939,0
39504,"Mexico hit by student massacre: At least 17 anti-corruption protesters 'rounded up, murdered and dumped in a mass grave' - and another 26 are missing",1538,0
39505,How Canadian Sergeant-at-Arms Kevin Vickers killed shooter in parliament,1900,1
39506,Isis claims to behead US journalist,874,0
39507,'Feminist' Lana 'Aborts Baby Because It's A Boy' And Is Surprised By Backlash,2220,0
39508,Pentagon: ISIS Got U.S. Weapons Package,781,1
39509,"Islamic State leader's family detained by Lebanon, officials say",1789,0
39510,It’s About To Get Harder To Be Arrested For Pot Possession In New York City,2483,0
39511,Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,962,0
39512,Rapper identified as James Foley's executioner: reports,634,0
39513,Apple may launch 12-inch MacBook Air with Retina Display,505,0
39514,Jilted lover chops off his penis after girlfriend dumps him,1560,1
39515,Amazon's Newest Tablet Will Come With Free News From The Washington Post,1278,1
39516,"Eyewitness: Viral Video That Netted $130K in Donations ""is Bullshit""",941,0
39517,"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",821,0
39518,"Nun gives birth, intends to keep baby",2492,1
39519,Dera Sacha Sauda Chief Forced Castration of 400 Devotees? CBI Files Case Against 'MSG: The Messenger of God' Actor,787,1
39520,Report of Kim Jong-un’s ankle injury add fuel to rumours about his absence,1634,0
39521,REPORT: JETLINERS STOLEN FROM LIBYA COULD BE USED TO ATTACK U.S. ON 9/11,1699,0
39522,Man chops off his own penis after girlfriend told him he was no good in bed,1249,0
39523,More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,48,0
39524,Report: Israeli-Canadian woman fighting Islamic State has been kidnapped by terror group,2415,0
39525,Apple Watch’s Power Reserve feature combats short battery life,1420,1
39526,Meteorite leaves crater in Nicaraguan capital Managua,40,0
39527,Electric shock turns Russian boy into Marvel's Magneto,1317,0
39528,Mexico checks if 43 missing students in mass grave,695,1
39529,Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,2139,1
39530,Pentagon: ISIS seized materials airdropped to Kurds,2252,0
39531,The Internet Tried To Make Axl Rose Its Latest Death Hoax Victim,1547,0
39532,Meteorite 'caused mysterious boom in Nicaragua',1627,0
39533,NASA Raises Doubts About Reports of Nicaraguan Meteorite,1179,0
39534,Islamic State militants allegedly used chlorine gas against Iraqi security forces,2016,0
39535,"Sorry, Everyone: Durex Is Unfortunately Not Making Pumpkin Spice Condoms",289,0
39536,GOP Rep: ‘At Least Ten ISIS Fighters Have Been Caught Coming Across The Mexican Border’,213,0
39537,"Stainless steel Apple Watch could cost just $499, but gold will be 10 times as pricey",607,0
39538,"Michael Zehaf-Bibeau, slain Ottawa shooter, had criminal record in Quebec, B.C.",1569,1
39539,"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",1589,1
39540,Tourist dubbed ‘Spider Man’ after spider burrows under skin for days,220,0
39541,"Suspected meteorite leaves crater in Managua, is linked to asteroid",1825,1
39542,Purdon Ebola Hoax: ‘Texas Town Quarantined After Family Of Five Test Positive For The Ebola Virus’ Article is Fake,1627,0
39543,Comcast Says You Can Keep Your Tor,2020,0
39544,Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,2156,0
39545,'Spiderman' squished: Perth experts debunk spider burrowing claims,2175,0
39546,Durex Is Not Making Pumpkin Spice Condoms After All: A Hoax Debunked,1642,0
39547,Bali spider burrows under Aussie’s chest,1549,0
39548,'They ate through the ceilings and pooped on the keyboards': Rats are 'taking over' Vogue's new World Trade Center office and Anna Wintour 'no longer wants to work there',1619,1
39549,ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,139,0
39550,Female Israeli fighter said abducted by Islamic State  Read more: Female Israeli fighter said abducted by Islamic State,568,0
39551,Nun who gave birth ‘had no idea’ she was pregnant,1597,0
39552,CNN Plays Alleged Recording of Michael Brown Shooting,2149,1
39553,"Despite ceasefire announcement, new Boko Haram attacks reported",1883,0
39554,Apple Orders More Than 5 Million Watches for Initial Run,643,0
39555,Is the iPhone 6 Really Pulling Out Your Hair?,304,0
39556,"Calm Yourselves, Durex Has NOT Come Out With A Pumpkin Spice Condom",1060,1
39557,BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,1547,0
39558,Are Rumors of the Apple Watch in Feb True?,2116,0
39559,NEWS/ Meet the Teletubbies Sun Baby: 19-Year-Old Jess Smith Reveals Herself as the Smiling Face Who Looked Over Teletubbyland,805,0
39560,Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,1885,1
39561,Unconfirmed reports saying ISIS UK Hostage David Haines Beheaded,2306,1
39562,Video messaging service verifies timing of CNN audio recording,321,0
39563,"No, Banksy Didn't Create That 'Charlie Hebdo' Tribute Cartoon, But That Doesn't Mean You Can't Appreciate It",1361,0
39564,Iraqi media says ISIS militants have contracted Ebola,527,0
39565,Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,1905,0
39566,Questions raised over Nicaragua 'meteorite',686,0
39567,Militant Group Says It Killed American Journalist in Syria,1744,1
39568,Russians Bag Better Bigfoot Footage,829,0
39569,Say 'eh-oh!' to the Teletubbies SUN BABY - can you still recognise her after 19 years?,1331,0
39570,Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,2134,0
39571,Mum faces real-life Sophie's Choice – as she tries to sell her son to fund daughter's care,1166,0
39572,"BREAKING: ""Brat Pack"" Judd Nelson Found Dead in Los Angeles Condo",2481,0
39573,[UPDATED] 11 Men and 0 Women on Tonight's ESPN Domestic Violence Panel,2015,0
39574,Seth Rogen to play Woz in Jobs biopic,2317,0
39575,"CNN Broadcasts Purported Audio Containing Gunshots That Felled Michael Brown Jr.; Leaders, Celebrities Fill Pews At Teen’s Funeral",1481,0
39576,Nun gives birth to surprise baby after complaining of stomach pains,831,0
39577,"Woman detained in Lebanon is not Isis leader’s wife, says Iraq",845,0
39578,GOP Rep: ‘At Least Ten ISIS Fighters Have Been Caught Coming Across The Mexican Border’,1376,1
39579,Star Wars VII for a New SUMMER Release Date!?,1028,0
39580,Time Capsule from Paul Revere and Samuel Adams Discovered in Boston,1863,0
39581,Apple may launch 12-inch MacBook Air with Retina Display,345,0
39582,US drones hunt Isis leader in Syria,1678,0
39583,Al-Shabaab co-founder confirmed killed by US air strike in Somalia,1982,1
39584,Islamic State claims it executed American photojournalist James Foley,2524,1
39585,Is Kim Jong Un's sister Kim Yo Jong in charge?,986,0
39586,Doubts cast over Nicaragua meteorite claim,1249,1
39587,REPORT: JETLINERS STOLEN FROM LIBYA COULD BE USED TO ATTACK U.S. ON 9/11,846,0
39588,Nujaifi Condemns / Daash / crime in Saqlawiyah and Alsiger areas of Anbar.,2002,1
39589,Brian Williams Demands Apology From Social Media Over Erroneous Urination Reports (Video),1854,0
39590,Missing American journalist reportedly beheaded by Islamic State ,903,1
39591,CNN Airs Alleged Audio from Michael Brown Shooting,2403,0
39592,Obama: murder of James Foley 'shocks the conscience of the entire world',2287,0
39593,Islamist websites claim Israeli-Canadian woman kidnapped by IS: report,1628,0
39594,Amazon's first brick-and-mortar store said to open in Manhattan,1772,1
39595,"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls",1896,1
39596,Star Wars VII for a New SUMMER Release Date!?,2463,0
39597,Mohammed Islam Denies Making $72 Million From Stock Market Trading,2052,1
39598,ISIS chlorine attack on security forces confirmed – Iraq officials,2197,0
39599,Nasa questions whether crater in Nicaragua caused by meteorite,1179,0
39600,"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",826,0
39601,IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA,1615,1
39602,"Comcast Turns Complaints Back On Customer, Gets His Employer To Fire Him",2149,0
39603,Bergdahl: Senator Says Jihadists Swapped For U.S. Troop ‘In Touch’ With Al-Qaida Affiliate,1251,0
39604,"No, a bird didn't poop on Vladimir Putin",1013,0
39605,Angry mob hacks off alleged rapist's genitals with meat cleaver after dragging him into butchers,1839,0
39606,Michael Brown shooting audio caught on tape?,958,0
39607,Breaking: Soldier shot at National War Memorial in Ottawa,2410,1
39608,"Confusion swirls, details murky in arrest of ISIS leader's 'wife'",1263,1
39609,Meteorite strike in Nicaragua puzzles experts,2118,0
39610,New Audio Recording From Ferguson May Capture Michael Brown Shooting,1009,1
39611,Soldier shot near Canadian parliament building,2526,0
39612,Jose Canseco shoots self in hand,744,0
39613,"Yes, you can wear your Apple Watch in the shower",218,0
39614,What Glenn Beck Fears May Be Done With the 11 Missing Jets,1530,0
39615,Homeland Security: No ISIL fighters on U.S. border,972,0
39616,YPG Confirms: Gill Rosenberg Not Captured in Kobani,2302,1
39617,God is a woman- Priest who died for 48 minutes claims,1212,0
39618,New iOS 8 bug can delete all of your iCloud documents,2261,0
39619,"Obama, Outraged Over Beheading, Vows to Stay on Course",1948,1
39620,Christian Bale Is Steve Jobs,1854,0
39621,Does ISIS Have Ebola? Probably Not! Media Reports It Anyway,1974,1
39622,Canadian-Israeli Woman May Have Been Captured In Syria: Reports,1319,0
39623,Texas plumber threatened over jihadis using his old truck,339,0
39624,"Video Appears to Show Beheading of Journalist James Foley, Who Went Missing in Syria",2304,0
39625,Mexican students not among bodies found in mass graves,251,0
39626,Man discovers spider living under his skin during Bali vacation,1271,0
39627,Reports: Islamic State uses chlorine gas against Iraqi forces,251,0
39628,"Viral Video Of Homeless Man Spending $100 On Food For Other Homeless Was Faked, Witness Says",550,0
39629,The pumpkin spice condom is not happening,1833,1
39630,"Macaulay Culkin NOT Dead: Facebook, Twitter Death Hoax Goes Viral",1752,1
39631,Christian Bale to play Steve Jobs in upcoming biopic,2017,1
39632,Spider Burrows Into Australian Man's Appendix Scar (VIDEO),224,0
39633,"Kevin Vickers, Sergeant-At-Arms, Shoots a Shooting Suspect in Ottawa; Called a ‘Hero’",2404,0
39634,NBC's Tom Brokaw reportedly wants Brian Williams fired over fabricated Iraq helicopter story,258,0
39635,Video messaging service verifies timing of CNN audio recording,2313,0
39636,Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,760,0
39637,Macaulay Culkin Dead: Internet Death Hoax Claims Actor Found Dead In Apartment,195,0
39638,Islamic State flying three jets in Syria: monitor,2218,0
39639,Strange mark turns out to be tropical spider burrowing under vacationer's skin,2297,0
39640,It’s Okay To Laugh About The Fact That The Vogue Rat Infestation is Getting Worse,1642,0
39641,"Gold Apple Watch Edition Could Cost As Much As $1,200",359,0
39642,"Hostage David Haines' Murder 'Evil', PM Says",1183,1
39643,"Big Bank Hank, co-founder of the Sugarhill Gang, has died",281,0
39644,CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,2248,0
39645,A really devoted man spent $460 on surgery for his constipated goldfish,1670,0
39646,Is There an ISIS Threat on the Texas-Mexico Border or Not?,239,0
39647,Future Apple Watches could include platinum models - report,860,0
39648,Kim Jong-un drinks rare snake wine to boost love life!,640,0
39649,Did Josh Paler Lin Stage His Viral Video About Helping the Homeless?,2061,0
39650,Amazon is about to open its first-ever physical store in New York City,2116,1
39651,Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,1921,0
39652,Eyewitness Says Viral Video of Homeless Man Was Staged,1721,0
39653,"ISIS Video Shows Execution of David Cawthorne Haines, British Aid Worker",1802,0
39654,Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,2453,0
39655,ISIS Reportedly Beheads American Photojournalist in Iraq,1034,0
39656,"Apple to Take Reservations for Trying On Apple Watch, Considered Platinum Model",1637,0
39657,‘Little old lady’ Arrested for Making Fur Coats with Neighbor’s Cats,830,0
39658,Video: Islamic State Claims to Have Captured US Weapons Airdrop Near Kobane,1485,1
39659,Mexico prosecutor: Students not in 1st mass graves,649,0
39660,Report: Taliban Detainee Swapped for Bowe Bergdahl Suspected of Trying to Return to Terrorism,819,0
39661,ISIS Appears To Behead American Photojournalist In YouTube Video,903,1
39662,ISIS Seemingly Beheaded American Journalist James Wright Foley,874,0
39663,Seth Rogen Is Woz,330,0
39664,US hostage Luke Somers dies after rescue bid,2318,1
39665,Amazon plans ad-supported video streaming service - NY post,687,0
39666,"Meet Magneto Boy, the kid who attracts metal with his body",308,0
39667,That Boko Haram Ceasefire in Nigeria Isn’t A Ceasefire,1099,1
39668,Christian Bale Drops Out of Steve Jobs Biopic,1406,0
39669,"Jihadi John named as Mohammed Emwazi, from west London",1489,1
39670,KANE'S FUTURE IN WINNIPEG IN DOUBT?,1074,0
39671,Moment Michael Brown was shot dead 'caught on audio recording': FBI handed potentially damning tape of ELEVEN shots being fired - including final volley of 'kill shots',844,0
39672,Tom Brokaw Wants Brian Williams Fired Over Iraq Helicopter Story: Report,2176,1
39673,Purported ISIS claim: Jordan airstrike kills female US hostage,2421,0
39674,Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,1036,1
39675,"Luke Somers Dies In Rescue Attempt, Sister Says; Yemeni Defense Ministry Says Unnamed US Hostage Freed",298,0
39676,James Foley executioner said identified as British rapper  Read more: James Foley executioner said identified as British rapper,195,0
39677,"Report: ISIS kidnaps Canadian-Israeli, former IDF soldier who went to fight with the Kurds",1223,0
39678,Comcast calls rumor that it disconnects Tor users “wildly inaccurate”,2178,1
39679,"Kim Jong-un Broke Both Ankles and Is Hospitalized, Report Claims",2210,0
39680,ISIS Reportedly Beheads American Photojournalist in Iraq,933,1
39681,"Wildest Apple Watch rumor yet: 100,000 apps at launch",1375,0
39682,‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,1873,0
39683,Parliament Hill shooting: Sergeant-At-Arms Kevin Vickers the family hero who took down Ottawa gunman,1179,0
39684,Did Paul Rudd Help Tackle That Dallas Airport Gay-Basher?,242,0
39685,"Nun Complains Of Stomach Pains, Later Gives Birth To Baby Boy",179,1
39686,Video Purports To Show Beheading Of U.S. Journalist By Militants,1358,0
39687,Graffiti Artist Banksy Arrested In London; Identity Revealed,974,1
39688,Real-life Magneto boy 'becomes living magnet' after getting massive electric shock from street lamp,649,0
39689,Jeh Johnson shoots down Duncan Hunter's assertion IS is entering U.S. via Mexico,1946,1
39690,Isis militants claim to have killed US journalist James Foley,568,0
39691,"Apple: Citi Sees $550 and $950 Apple Watches, Accessory Plethora",187,0
39692,"Dogs DO go to heaven… and cats, and horses: Pope assures young boy that there is a place in paradise for animals as well",218,1
39693,Nicaragua meteorite: Experts attempt to understand whether mysterious meteorite fell from passing Pitbull asteroid,2307,0
39694,Star Wars 7: JJ Abrams want to move release to summer 2015,1686,0
39695,HBO and Apple in Talks for $15/Month Apple TV Streaming Service Launching in April,1004,0
39696,Michael Phelps' girlfriend was born male but did not tell swimmer about her past,1950,0
39697,North Korea denies reports Kim Jong-un is to open state-backed restaurant in Scotland,1549,0
39698,"White House Fence Jumper Got Farther Than Previously Thought, Sources Say",1488,1
39699,ISIS fighters seize weapons airdrop meant for Kurds,693,0
39700,Banksy arrest hoax: US website claims street artist caught in Watford,2468,1
39701,A Bunch Of Folks Are Passing Around This Hoax Video Of A Bird Pooping On Vladimir Putin,1006,0
39702,North Korea dictator Kim Jong-un undergoes surgery after breaking both ankles on military tour,2329,0
39703,Soldier shot near Canadian parliament building,1873,0
39704,Report: Amazon to Launch Ad-Supported Streaming Service,1795,0
39705,Was Alleged Audio of Michael Brown Shooting on CNN a Hoax?,121,0
39706,Boko Haram 'to release abducted schoolgirls' as part of ceasefire agreement,344,0
39707,James Foley remembered as 'brave and tireless' journalist,1406,0
39708,"Boko Haram denies truce, says kidnapped girls married",125,0
39709,"ISIS Claims an American Hostage, Kayla Mueller, Died in Airstrike in Syria",754,1
39710,ISIS Leader Killed: Abu Bakr Al-Baghdadi Reportedly Killed By U.S. Airstrike,1889,1
39711,"No, Vladimir Putin did not get pooped on by a bird during a First World War speech",366,0
39712,Has Kim Yo-Jong Taken Over For Kim Jong Un? Sister Assumes North Korea State Duties While Brother Undergoes Medical Treatment,932,0
39713,Brian Williams slams social media for speculation weatherman Mike Seidel relieved himself on air,2092,0
39714,Apple Watch won’t be the digital doctor it could have been,607,0
39715,Low-level marijuana possession could soon land you a ticket instead of arrest in New York City,2483,0
39716,Ottawa shooting: Slain soldier named as Nathan Cirillo while suspect identified as Michael Zehaf-Bibeau,530,0
39717,Boyfriend cuts off his penis and throws it in the bin after girlfriend dumps him for being bad in bed,1171,1
39718,Mum Offers to Sell Twin Boy to Save Twin Girl,2283,0
39719,The iPhone 6 'Hairgate' Is Not a Thing,689,0
39720,New Audio Allegedly Captures Moment Michael Brown Was Shot,320,0
39721,#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,2276,1
39722,Tim Cook Reportedly Reveals Apple Watch Waterproofing Has Improved,1899,0
39723,YPG Confirms: Gill Rosenberg Not Captured in Kobani,1347,0
39724,"Tiger Woods PED, PGA Tour Suspension Allegations Retracted by Dan Olsen",1268,0
39725,Macaulay Culkin Dead? Fans Freak Out Over Death Rumors,1502,0
39726,Islamic State flying three jets in Syria: monitor,2362,0
39727,ISIS leader dead?,1311,0
39728,Widower Cries Tears Of Joy After Hearing Late Wife's Voice Again,803,0
39729,Durex is not confirming or denying rumors of a “pumpkin spice” condom,609,0
39730,Bali Awry,1579,1
39731,Christian Bale in Talks to Play Steve Jobs (Exclusive),1913,0
39732,CNN Airs Alleged Audio from Michael Brown Shooting,2287,1
39733,Watch: ISIS Claims to Have Captured U.S. Airdropped Weapons,1239,0
39734,CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,2403,0
39735,Does ISIS Have Ebola? Probably Not! Media Reports It Anyway,2463,0
39736,Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',2524,1
39737,This Letter To Parents From A 1970s Lego Set Contains An Important Message For Gender Equality,2070,0
39738,Sugarhill Gang rapper Big Bank Hank dies aged 57,40,0
39739,"Apple Watch to Be Shower-Proof, Have 100,000 Apps at Launch: Reports",2118,0
39740,11 aircraft are missing from ‘terrorist-held’ Tripoli airport ahead of 9/11 anniversary,1438,0
39741,"McDonald’s Removing Big Mac, Apple Pies And Eliminating Large Size Options",693,0
39742,Bodies In Mexico Mass Grave Apparently Not Those Of Missing Students,60,0
39743,Ottawa Gunman Identified As Michael Zehaf-Bibeau,239,0
39744,Batmobile Rumored To Have Been Stolen From Batman V. Superman: Dawn Of Justice Set,702,0
39745,Amazon plans a streaming-video alternative,2287,0
39746,TBS Is Probably Speeding Up ‘Seinfeld’ Reruns To Fit In More Commercials,955,0
39747,"Non, le lancement du nouveau «Star Wars» ne sera pas devancé à cet été",944,0
39748,Apple Watch battery will require nightly charging,919,0
39749,Saudi fatwa banning snowmen triggers heated debate,2287,0
39750,Teen Makes $72 Million on the Stock Market,2132,0
39751,"Fidel Castro Is Dead, According to Viral Twitter Rumors",1883,0
39752,Report: Israeli-Canadian woman fighting Islamic State has been kidnapped by terror group,1224,0
39753,"Yemen says U.S. man freed, sister says he’s dead",115,0
39754,Mexico Student Massacre Update: More Graves Discovered At Murder Site,1670,0
39755,Dog Found Abandoned With Suitcase Filled With His Belongings,2523,1
39756,New iOS 8 bug can delete all of your iCloud documents,1347,0
39757,Met police denies reports of Banksy arrest,667,0
39758,A really devoted man spent $460 on surgery for his constipated goldfish,924,0
39759,Fake-News: 'McDonald's Will Stop Serving Overweight Customers',2061,0
39760,Luke Somers 'killed in failed rescue attempt in Yemen',373,0
39761,ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,742,1
39762,Saddam Hussein’s pilots training Islamic State group,295,0
39763,Court Orders Probe Into Complaints Of 'Forced Castration' In Religious 'Dera' Sect,1212,0
39764,Chinese State Media Warns People To Stop Calling Themselves Dumbledore,1789,1
39765,Kim Jong-Un 'in hospital with two fractured ankles' after ballooning to around 20 stone and going on numerous 'meet the people' walkabout PR stunts,2042,0
39766,"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says",691,0
39767,Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,2501,0
39768,This Powerful Cartoon About The Charlie Hebdo Attack Is Not By Banksy,1678,0
39769,Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1422,0
39770,Cheese blamed for North Korean leader Kim Jong-un's broken ankles,2441,0
39771,"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",1251,0
39772,Seth Rogen To Play Steve Wozniak In Steve Jobs Biopic,2410,0
39773,Iraq Denies Lebanon Captured Abu Bakr al-Baghdadi's Wife and Child,205,0
39774,1901 Boston time capsule yields small red book,1273,1
39775,"Non, le lancement du nouveau «Star Wars» ne sera pas devancé à cet été",1921,0
39776,Rapper Big Bank Hank of Sugarhill Gang dies at 57,1374,0
39777,Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,2003,1
39778,Islamic State militants claim to behead missing American journalist,1009,0
39779,Tropical spider burrows under man's skin through scar,43,0
39780,Video shows ISIL beheading of photojournalist James Foley,2109,0
39781,DNA Tests Confirm Lebanon Is Holding ISIS Leader’s Child,1125,0
39782,This Is The Most Epic Way To Quit Your Job,1212,0
39783,Congressman: ‘At least 10 ISIS fighters’ caught trying to cross into US,1764,1
39784,Amazon to Open First Brick-and-Mortar Site,703,0
39785,Ottawa Shooting: Soldier Shot at Canada's National War Memorial,892,0
39786,"A message from Jim's mom, Diane Foley:",1385,0
39787,"Despite ceasefire announcement, new Boko Haram attacks reported",125,0
39788,Elderly Woman Arrested for Kidnapping Neighbor’s Cats & Making Fur Coats,2463,0
39789,Daash Ebola transferred to Mosul {Google Translate],1948,0
39790,Christian Bale Exits Steve Jobs Movie (Exclusive),137,0
39791,Texas plumber's truck on front line of Syria war,2045,0
39792,"Managua explosion not a meteorite, NASA suggests",373,0
39793,NASA Raises Doubts About Reports of Nicaraguan Meteorite,2155,0
39794,BREAKING: Soldier shot at War Memorial in Ottawa,964,0
39795,Vogue’s Rat Infestation: Disturbing New Details,1435,0
39796,Homeless man receives $100... then shocks everyone with how he spends it,760,1
39797,Does ISIS Have Ebola? Probably Not! Media Reports It Anyway,737,0
39798,Magic mushrooms found in BUCKINGHAM PALACE by Alan Titchmarsh,2137,0
39799,Rapper identified as James Foley's executioner: reports,546,1
39800,"Boko Haram denies cease-fire, leader says he married off kidnapped girls",402,0
39801,Nationwide turkey recall? Ebola-infected birds? USDA debunks the hoax,1197,0
39802,Jordan Vs ISIS: Reports Say King Abdullah II Could Personally Lead Airstrikes After Pilot’s Death,699,0
39803,"Hoax Alert: Father O’Neal, Who Has Met God and Thinks She’s a Woman, Is Made Up (Just Like God Herself)",1521,1
39804,"Macaulay Culkin NOT Dead: Facebook, Twitter Death Hoax Goes Viral",639,0
39805,A Bunch Of People Thought Banksy Got Arrested But It Was A Hoax,2283,0
39806,ISIS fighters ‘have contracted Ebola’,559,0
39807,Missing Libyan aircraft spark fears of 9/11-style attack in North Africa,1073,0
39808,"ISIS Militants In Mosul Have Contracted Ebola, Iraqi Media Sources Claim",1948,0
39809,Cesar Millan is Not Dead: Dog Whisperer Death Hoax Circulates,2184,0
39810,'Jihadi John': Isis fighter named as Mohammed Emwazi from west London,1543,0
39811,Does ISIS have an airforce? Terrorist 'fighter pilots' are being trained on captured MiGs by Saddam Hussein's ex-air force officers,1804,0
39812,Media reports identify Londoner as Islamic State's ‘Jihadi John’,1780,1
39813,Frisco: Sick patient claims to have had contact with Ebola victim,1093,0
39814,Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,1024,0
39815,BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,1720,0
39816,Detroit Police Issue Statement That The Batmobile Is Safe,280,0
39817,Watch US Marine get shot in HEAD by Taliban sniper - and live to tell tale,1734,1
39818,Was Alleged Audio of Michael Brown Shooting on CNN a Hoax?,968,0
39819,Magic Mushrooms Found on Buckingham Palace Grounds,2137,0
39820,ISIS Beheads Kidnapped Photojournalist James Wright Foley in Horrific Video Message to the U.S.,2388,1
39821,"White House Fence-Jumper Overpowered Secret Service Officer, Ran Through Much of Main Floor",2068,0
39822,"Seven High School Girls Get Pregnant On Five-Day School Trip, Parents Outraged",1221,0
39823,Passenger Wears A Hazmat Suit To Dulles Airport,2459,0
39824,Amazon is opening its first physical store,1948,0
39825,"ISIS Militants Have Contracted Ebola: Iraqi, Kurdish Media Reports",1461,0
39826,Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',527,0
39827,‘Wild Misinformation’: Brian Williams Explains the Mike Seidel Liveshot,2419,0
39828,Josh Paler Lin Gives A Homeless Man $100 And Follows Him To See How He Spends It,1925,1
39829,WHO says reports of suspected Ebola cases in Iraq are untrue,1289,0
39830,'Jihadi John' named as Mohammed Emwazi from London,77,0
39831,Batmobile Rumored To Have Been Stolen From Batman V. Superman: Dawn Of Justice Set,2055,0
39832,Michael Zehaf-Bibeau was shot nearly a dozen times before Kevin Vickers fatally wounded him,1400,0
39833,Kim Jong-un 'set to open a new restaurant in SCOTLAND',1873,1
39834,"McDonald’s Removing Big Mac, Apple Pies And Eliminating Large Size Options",2116,0
39835,CNN Expert on Brown Audio: At First I Thought ‘Someone’s Trying to Punk CNN’,1289,0
39836,Bali spider burrows under Aussie’s chest,1864,1
39837,"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",2356,1
